,Country,Year,HOUSE_COST_BURDEN
188,SVK,2015,7.46506452560425
189,SVK,2018,8.51190760731697
190,SVK,2019,6.20375163853168
191,SVK,2020,7.96395167708397
192,SVK,2021,11.4356189966202
193,SVK,2022,10.8351938426495
194,NLD,2010,11.6680048406124
195,NLD,2011,12.9871308803558
196,NLD,2012,13.681860268116
197,NLD,2013,15.3202086687088
198,NLD,2014,15.2855336666107
199,NLD,2015,17.9122149944305
200,NLD,2016,14.3136724829674
201,NLD,2017,14.711232483387
202,NLD,2018,14.1914129257202
203,NLD,2019,12.629272043705
204,NLD,2020,12.2661344707012
205,NLD,2021,12.6121744513512
206,NLD,2022,12.8296032547951
207,ISL,2010,21.5841501951218
208,ISL,2011,25.0037282705307
209,ISL,2012,26.7686098814011
210,ISL,2013,29.2912572622299
211,ISL,2014,28.2612860202789
212,ISL,2015,32.8862756490707
213,ISL,2016,25.3664940595627
214,ISL,2018,22.7227494120598
215,DEU,2010,10.789941996336
216,DEU,2012,10.4627527296543
217,DEU,2014,9.04408022761345
218,DEU,2015,12.9332214593887
219,DEU,2016,10.5932123959064
220,DEU,2017,9.99272838234901
221,DEU,2018,10.196503251791
222,DEU,2019,9.47194173932076
223,DEU,2020,10.3813782334328
224,DEU,2021,10.7079803943634
225,DEU,2022,9.22855213284492
226,AUS,2010,17.9194390773773
227,AUS,2012,19.3341284990311
228,AUS,2013,19.1403672099113
229,AUS,2014,16.2584230303764
230,AUS,2015,17.9391250014305
231,AUS,2016,18.8453987240791
232,AUS,2017,19.8271304368973
233,AUS,2018,20.0809061527252
234,AUS,2019,15.6080901622772
235,AUS,2020,14.3957480788231
236,AUS,2021,13.8304620981216
237,FIN,2010,16.8917775154114
238,FIN,2011,16.6952908039093
239,FIN,2012,15.8244997262955
240,FIN,2013,16.5357768535614
241,FIN,2014,18.6175256967545
242,FIN,2015,20.6611111760139
243,FIN,2016,19.5747166872025
244,FIN,2017,19.453153014183
245,FIN,2018,20.5564454197884
246,FIN,2019,19.8831781744957
247,FIN,2020,19.1099300980568
248,FIN,2021,18.9619079232216
249,FIN,2022,24.0634068846703
250,BEL,2012,16.3672477006912
251,BEL,2014,19.8140799999237
252,BEL,2015,19.2359536886215
253,BEL,2016,18.9997673034668
254,BEL,2017,18.5697466135025
255,BEL,2018,17.3370644450188
256,BEL,2019,14.8558184504509
257,BEL,2020,14.5308867096901
258,BEL,2021,13.9185503125191
259,BEL,2022,15.4658287763596
260,EST,2010,19.0749928355217
261,EST,2011,30.9863239526749
262,EST,2012,27.746519446373
263,EST,2013,18.7030956149101
264,EST,2014,25.3345727920532
265,EST,2015,15.7017707824707
266,EST,2016,16.2545457482338
267,EST,2017,18.1165024638176
268,EST,2018,12.3889923095703
269,EST,2019,17.9570391774178
270,EST,2020,22.2599789500237
271,EST,2021,18.4198349714279
272,EST,2022,11.0266245901585
273,POL,2010,13.2118508219719
274,POL,2011,19.1334411501884
275,POL,2012,16.0186305642128
276,POL,2013,17.2770038247108
277,POL,2014,15.0990828871727
278,POL,2015,14.1544505953789
279,POL,2016,13.706935942173
280,POL,2017,13.262315094471
281,POL,2018,15.6632333993912
282,POL,2019,16.8428972363472
283,POL,2020,14.3550261855125
284,POL,2021,14.8253932595253
285,POL,2022,11.390071362257
286,LVA,2010,10.6892921030521
287,LVA,2011,11.8648372590542
288,LVA,2012,13.8773277401924
289,LVA,2013,8.18607360124588
290,LVA,2014,8.7024986743927
291,LVA,2015,7.62077867984772
292,LVA,2016,7.17773213982582
293,LVA,2017,7.88272693753242
294,LVA,2018,7.19538852572441
295,LVA,2019,5.34158125519753
296,LVA,2020,6.86327517032623
297,LVA,2021,6.65998682379723
298,LVA,2022,7.36638233065605
299,KOR,2012,8.84987562894821
300,PRT,2010,21.0023164749146
301,PRT,2011,18.4355780482292
302,PRT,2012,23.60008507967
303,PRT,2013,23.0196684598923
304,PRT,2014,21.4342027902603
305,PRT,2015,22.7245941758156
306,PRT,2016,20.3915178775787
307,PRT,2017,20.7648783922195
308,PRT,2018,13.4466499090195
309,PRT,2019,13.7630730867386
310,PRT,2020,11.8104040622711
311,PRT,2021,14.6271854639053
312,PRT,2022,19.0067753195763
313,SVN,2010,8.41931253671646
314,SVN,2011,8.49621742963791
315,SVN,2012,7.98619464039803
316,SVN,2013,11.6608545184135
317,SVN,2014,11.8352115154266
318,SVN,2015,11.1780017614365
319,SVN,2016,12.493672221899
320,SVN,2017,9.86890271306038
321,SVN,2018,10.0466899573803
322,SVN,2019,6.55101984739304
323,SVN,2020,7.84047320485115
324,SVN,2021,7.65754729509354
325,SVN,2022,6.1287447810173
326,MEX,2010,16.4168179035187
327,MEX,2012,18.8629120588303
328,MEX,2014,17.7586570382118
329,MEX,2016,11.4889658987522
330,MEX,2018,9.43504720926285
331,MEX,2020,18.4004321694374
332,MEX,2022,8.25645923614502
333,AUT,2010,11.2188898026943
334,AUT,2011,8.30987989902496
335,AUT,2012,12.3705454170704
336,AUT,2013,12.9859775304794
337,AUT,2014,11.5292139351368
338,AUT,2015,10.6463357806206
339,AUT,2016,12.5114426016808
340,AUT,2017,11.0916763544083
341,AUT,2018,11.706018447876
342,AUT,2019,12.3502723872662
343,AUT,2020,9.84620302915573
344,AUT,2021,11.5269094705582
345,AUT,2022,12.4123372137547
346,CHE,2010,23.5115587711334
347,CHE,2011,25.1749694347382
348,CHE,2012,15.111081302166
349,CHE,2013,12.1888667345047
350,CHE,2014,13.3602097630501
351,CHE,2015,15.2876943349838
352,CHE,2016,15.4106184840202
353,CHE,2018,15.7243475317955
354,CHE,2019,18.9871937036514
355,CHE,2020,16.7261317372322
356,CHE,2021,19.6808859705925
357,ESP,2010,30.759784579277
358,ESP,2011,32.5679928064346
359,ESP,2012,33.4845811128616
360,ESP,2013,28.8825273513794
361,ESP,2014,32.7262878417969
362,ESP,2015,30.1263749599457
363,ESP,2016,27.6480585336685
364,ESP,2017,29.2939692735672
365,ESP,2018,24.1138353943825
366,ESP,2019,24.4355618953705
367,ESP,2020,21.3363647460938
368,ESP,2021,26.2570351362228
369,ESP,2022,24.1070747375488
370,LTU,2010,19.8520228266716
371,LTU,2011,31.4476281404495
372,LTU,2013,29.105806350708
373,LTU,2015,17.9652631282806
374,LTU,2016,12.7318397164345
375,LTU,2017,10.045537352562
376,LTU,2018,8.66081789135933
377,LTU,2019,7.12500140070915
378,LTU,2020,11.135046184063
379,LTU,2021,9.86938774585724
380,LTU,2022,15.7549947500229
381,COL,2012,41.2768661975861
382,COL,2013,42.3374325037003
383,COL,2014,42.9216742515564
384,COL,2015,43.1323558092117
385,COL,2016,45.3489869832993
386,COL,2017,48.4338611364365
387,COL,2018,50.6262123584747
388,COL,2019,46.6543823480606
389,COL,2020,44.2669540643692
390,COL,2021,60.275137424469
391,COL,2022,49.4648575782776
